price,bedrooms,bathrooms,sqft_living,sqft_lot,floors
2000000,5,4.25,6490,10862,2
377500,3,2.25,1410,1377,2
480000,4,2.5,2430,5000,2
804995,5,1.5,3360,5402,2
341000,3,2.5,1480,1663,2
675000,5,2.5,3200,6455,2
611000,3,2.5,2134,1984,2.5
379950,3,3.25,1860,1787,3
1270000,4,3,5520,8313,2
500000,2,2.5,1310,1500,2
410000,3,2,1700,4250,1
415000,3,2.5,2480,8342,2
297000,5,2.5,1970,8605,2
575550,4,2.5,2060,7475,1
534640,3,2.5,2130,3500,1
352500,3,2.25,1410,14110,1
488000,2,2,1360,4688,1
732000,3,2,1940,55756,1
215000,2,2.25,1610,2040,2
592500,2,2,1420,9191,1.5
290000,4,2.5,1700,7280,2
475000,2,1,1490,3825,1
320000,3,2.5,2680,7757,2
1216000,4,2.5,3190,8684,1
290000,5,1.5,2120,7700,1.5
487250,4,2,1690,3250,1.5
339000,4,2.5,1830,8601,2
440000,2,1.5,1010,1968,1.5
366500,4,2.75,2070,9300,1
462000,3,1.5,1710,4500,1.5
560000,4,1,1660,4690,1.5
285000,4,1.75,2080,13629,1
280000,3,2.5,1270,9675,2
210000,3,1,1080,21043,1
690000,3,2,1610,5100,1.5
256500,2,1,1120,9912,1
411000,4,2.75,2500,5257,2
215000,3,1,970,7275,1
762000,5,2,3370,5000,1.5
359950,3,1,1290,189486,1
480000,4,3.5,3370,435600,2
1405000,4,3.5,3410,10769,2
390000,4,2.5,2490,8290,2
413500,2,1,770,4000,1
285000,1,1.5,810,3211,2
475000,4,2.5,3060,10043,1
386591,3,2.5,1690,1613,2
524950,3,1.75,1890,3825,1
241000,2,2,1470,3128,2
461000,2,1,1060,7193,1
810000,4,2.5,3480,59242,2
885000,4,2.75,2730,3560,1.5
247000,3,2.25,1580,7941,2
296500,3,2.75,2170,7900,1
141800,2,1,930,4743,1
333000,4,2,1580,7800,2
602000,5,1.75,3290,11900,1.5
565000,4,2.25,2110,10698,2
373000,3,2.5,1670,3565,2
588000,3,2.25,2030,7350,1
485000,3,1,1500,4100,1.5
482500,3,2.25,1450,1445,2
251200,4,1.5,1310,8250,1
869000,5,3.25,4180,49222,2
464000,3,1.75,1630,28600,1
755000,4,2.5,2660,10452,2
280000,3,2.5,1720,1916,2
485000,2,2.25,1260,1240,3
305000,3,1.75,1610,12247,1
110700,2,1,680,8064,1
850000,4,3.5,2640,5900,2
350000,3,2.25,1640,7200,2
319950,4,1.75,2310,8045,1
700000,3,1.75,2010,4905,1
368000,2,1.5,1660,4680,1
433500,3,2.5,2200,3360,2
611000,4,2.5,2460,4200,2
1000000,2,1.75,2430,23400,1
307000,3,1,1370,7500,1
442500,3,1.75,1800,10200,1
485000,3,1.75,2200,7706,2
367000,2,1,700,2334,1
429000,3,2.5,1920,15124,2
446000,5,2.75,2190,12687,1
572500,3,2.25,2030,9791,1
477000,3,2.5,1350,2053,3
518000,3,2.5,1680,2096,2
462000,5,1.75,1250,10530,1
1190000,4,3,2240,6000,1.5
137000,3,1,950,7620,1
530000,3,3.5,2320,3174,2
818000,2,2.5,2380,9374,1
640000,2,2.25,1540,958,3
298450,5,3,2100,9752,1
575000,4,2.5,2500,4945,2
730000,4,2.5,3230,7331,2
551000,3,2.5,2830,5802,2
271310,2,1,870,5340,1.5
675000,4,3,2690,28300,1
479000,3,2.5,1260,889,3
520000,4,3.5,2680,10000,2
599950,3,2.5,2660,4975,2
483945,2,1.75,1480,5120,1
390000,4,2.25,1770,33132,1
192500,2,1,950,7692,1
330000,2,1,860,8308,1
250000,4,2,1960,7560,1
243000,2,1,1770,5522,1.5
575000,4,1.75,1280,6060,1
639000,4,2.5,2150,12028,2
710000,2,1,1790,4000,1
675000,3,2.25,1990,10260,2
405000,5,2.5,2430,4781,2
615000,4,2.75,2820,13193,1
490000,3,1,1910,8190,1
467000,3,2.25,1270,1213,2
480000,4,2.75,2050,3960,1
755000,6,2,2150,4505,1
760000,4,1.75,2450,13300,1
387000,2,2.25,1230,1280,2
925000,4,2.25,2260,41984,1
415000,2,1,1050,60113,1
263000,3,1.75,1570,7775,2
519900,4,2,1820,9350,1
570000,2,1.75,1540,4025,1
450000,3,1.5,2060,44866,1
1300000,4,3.5,4380,74052,1
300000,3,1,1090,9900,1
320000,3,1.75,1480,7225,1
387500,4,1,1320,4440,1.5
458000,1,2.25,2140,10350,1
1212500,4,3.5,4560,16643,1
380000,4,3,2800,9764,2
200000,3,1,1050,5000,1
385000,3,1.5,1490,9630,1
396675,2,1,1730,6375,2
452000,4,1,1210,3760,1.5
426000,4,2.5,2800,8494,2
792000,3,1.5,1570,1050,2
315000,3,2.25,1400,31626,1
1275000,4,2,2850,7861,1
326000,6,3,1880,7200,1
268500,2,1,790,8424,1
440000,2,1.75,1300,4000,2
300000,3,1,2120,7735,1
525000,3,1.5,1540,4773,2
978000,4,2.75,2620,13777,1.5
1125000,6,3,2880,3192,2
700000,4,1,1680,4021,1.5
315000,2,1,790,6969,1
309000,3,1,1092,7500,1.5
219950,3,1.5,1650,9936,1
289000,3,2.5,2090,4700,2
210000,4,1.75,2180,28710,1
260000,4,2.5,1990,6671,2
699000,4,2.5,2650,7945,2
1800000,4,3.5,4460,16953,1
299950,3,1,910,8000,1
749950,3,2.5,2770,10773,2
1100000,3,2,2390,6888,2
555000,3,2.5,3050,158558,1
384000,3,2.5,1700,4000,2
499950,5,3.5,3200,43560,2
430000,3,1.75,1200,4500,1
350000,4,2.25,2220,6953,2
620000,3,2.5,2480,9041,2
765000,4,2.25,2560,12100,1
250000,4,1.5,2500,6300,1
376000,2,1,1150,4000,1
475000,4,1.75,1650,7775,1
120750,3,1.75,1140,9628,1
1690000,3,1.75,3400,8965,1
330000,3,1,1180,43124,1
619500,3,2.5,1700,4105,2
345000,3,1.5,1240,11200,1
598000,5,2.25,2890,12478,2
335000,3,1,1060,10050,1
372500,4,1.75,1590,10523,2
300000,6,5.25,2860,5682,2
194000,1,1,820,1060,1
507500,3,2,2020,8118,1
325000,4,2.25,1870,9680,1
329900,3,2.5,2170,4905,2
329000,4,2.5,1600,6765,1
494000,4,1.75,2090,4300,1.5
206000,4,2,1700,6025,1
423000,4,1.75,1940,6909,1
259000,3,1,1320,8625,1
879950,4,2.25,3500,13875,1
345600,5,3.5,2800,5120,2.5
395000,3,1.5,1080,2940,1.5
625000,4,2.5,3550,8048,2
439000,3,2,2010,251341,2
380000,3,1.75,1690,1468,2
440000,3,1.5,1270,1443,3
415000,3,2.25,1970,2377,2
860000,4,2.75,3160,8097,2
500000,3,2.5,1210,1200,3
953007,4,3.5,3120,5086,2
515000,4,2.5,2670,8765,2
772000,3,2.25,1640,1204,3
329995,4,2.5,2303,3680,2
409316,3,2.5,1800,3168,2
490000,5,3.5,4460,2975,3
305000,2,2.5,1590,2656,2
785000,4,3.5,3070,4684,2
240000,2,1.75,1330,7200,1
325000,3,1,990,6750,1
535800,4,2.5,1900,5790,2
720000,3,2.5,2020,1159,3
374000,3,1.75,2000,9416,1
189650,2,1.75,1100,7600,1
420850,1,1,960,40946,1
815000,4,2.75,3488,9614,2
1065000,2,1.75,1890,9466,2
199000,4,2,2030,8120,2
195000,3,1.75,1380,7350,1
1506000,4,3.25,3660,5800,2.5
288400,3,2.25,1870,3230,2
442000,4,2.25,2080,12007,1
619420,4,2.75,2450,14803,2
635000,4,2.25,2750,6180,1
210000,3,1,1240,4842,1
512500,3,2.5,1900,7604,2
567000,3,2.5,2540,6093,2
525000,3,2.75,2100,10362,2
475000,4,2,1790,2250,1
250000,3,2,1170,7258,1
220000,3,1,1060,9126,1
230000,5,2,1930,6120,1.5
385500,3,2,1540,7947,1
895000,5,3,2876,13927,1
368250,3,2.5,2150,7484,2
249900,2,1,1140,5500,1
350000,3,1.5,980,7790,1
175000,3,1.75,1230,13056,1
270000,3,1.75,1390,10905,1
495000,3,3.5,2380,6250,2
1580000,3,3.25,3690,7200,2
542500,5,3.25,3010,1074218,1.5
330000,3,1,1250,9126,1
1003000,4,2.75,2290,6120,2
299800,2,1,790,5240,1
299900,3,2.5,2720,6014,2
691000,4,2.75,2550,8632,1
195000,2,1,1080,3899,1
405000,3,1.75,2470,9620,1
360000,2,0.75,850,7710,1
256750,3,2.5,1990,8991,1
332500,3,2.25,1800,10500,2
975000,5,4,4850,36450,2
218000,3,1,1020,7874,1
429000,3,2.5,2420,49928,2
589000,4,2.5,2910,5776,2
255000,3,1.5,1060,9039,1
668750,4,2.5,2340,6420,1
344500,4,2.75,1800,5453,1
452000,4,2,1660,6150,1
540000,3,1.75,1300,62290,1
246000,3,1.5,1780,23819,1
535000,2,1,1030,4841,1
970000,4,3.25,2790,5420,1
430000,3,1,1150,3000,1
520000,4,2.5,3290,11446,2
712000,4,2.5,3400,247421,2
450000,2,1,1200,4000,1
220000,4,2.5,2160,8005,2
525000,3,1,1450,4000,1
1220000,4,2.5,3240,3600,2
540000,3,2,1470,1691,2
600000,4,2.5,2360,5226,2
600000,3,2.25,2230,9053,2
625000,4,2.5,2630,48706,2
150000,3,1,1010,25000,1
389999,3,2.25,1445,1471,2
285000,3,1.75,2380,6000,1.5
744000,4,2.75,2830,13059,2
700000,4,2.5,3010,46173,2
318989,4,2.25,2000,9000,1
556000,3,2.25,2020,3600,2
275000,3,2.5,2030,6326,2
430000,3,2.75,2550,11160,2
300000,2,1,970,13700,1
396450,3,1.75,1540,12446,1
225000,2,1,1396,111949,1
700000,4,3.25,2780,7875,2
260000,6,2,2220,8797,1
655000,4,3.5,2350,13402,2
1185000,3,2.25,2760,40946,2
1550000,3,2.5,4460,26027,2
413800,3,2,1440,4421,1
950000,5,3.75,5330,6000,2
334990,4,2.5,2220,4228,2
2700000,5,4.75,5305,8401,2
1030000,3,4,3880,13095,2
1130000,4,3.25,3810,8519,1
556000,3,3,1960,1168,2
360000,3,2.5,1530,1131,3
480000,4,2.25,3250,34293,2
324000,3,2.5,1750,7208,2
1050000,4,3.25,3440,35021,2
275000,1,0.75,1170,14149,1
180000,3,1,870,5330,1
749000,4,2.5,2930,18199,2
1600000,3,2.5,3160,12824,1
373500,2,1,800,3330,1
770000,4,2.5,2350,8001,2
356000,2,1.75,1060,16470,1
625000,3,1.75,2060,12558,1
494400,2,1.75,1560,1750,1
585000,4,1.75,3000,42200,1
926300,3,1.5,1660,4800,2
600000,3,1.75,1650,5100,1
430000,4,3,3220,8936,2
307000,3,1.5,2320,7500,1
604700,4,2.75,2750,14982,1
219900,3,1,910,6000,1
270000,2,1.5,840,867,2
432000,3,2.25,1470,1578,2
300000,6,2,2040,10812,1
361000,3,1,1100,4046,1.5
249950,2,1,940,8532,1
320000,3,2,1110,10500,1
305000,4,1.75,2200,8100,1.5
503000,2,1.75,2860,59612,1
235750,2,1,740,11250,1
657000,4,1.75,2740,8520,1
385000,3,1,1250,7300,1
389950,4,2.5,3140,8060,2
150000,2,1,820,10270,1
254500,4,2.75,2570,7264,2
555000,4,2.25,2350,8140,1
1075000,4,3,3600,9200,1
245000,4,2,1580,8000,1
319950,2,1,1070,5824,1
337000,3,1,1070,6109,1
492000,4,2,1640,5000,2
1170000,3,2.75,2890,12130,2
348580,3,1,1220,7876,1
180000,2,1,1400,4500,1
400000,3,1,1040,6250,1
295000,4,2,980,10640,1
910000,4,3.25,3340,10890,1.5
1150000,6,4.5,6040,219542,2
431500,3,3.5,1900,1612,2
180000,4,1.5,1740,7292,1
677000,3,2,2000,3207,1
1180500,3,1.75,1610,7200,1
635700,4,2.5,3240,13978,1
482000,5,2.25,2230,9600,1
168000,2,2.5,1160,2174,2
805000,4,2.75,2410,6000,1
398000,2,1,590,10945,1.5
665000,4,2.5,2600,17388,2
592500,4,3,2170,8240,1
940000,4,2.75,2080,4000,1.5
655000,4,2.5,2860,12394,2
622500,4,2.5,2980,8107,2
380000,2,2.5,1230,987,2
648360,4,1.75,2260,7005,1
432000,3,2.75,2200,14925,1
1050000,4,2.5,3030,12590,1.5
353250,2,1,1060,1600,2
1000000,4,3,4260,18687,2
320000,3,2.25,998,844,2
349900,4,2.5,2052,3723,2
330000,4,3.5,3150,6202,2
408000,3,2.25,1950,7221,1
321000,3,2.25,1347,1292,3
1051000,4,3.75,3860,5474,2.5
2150000,4,5.5,5060,10320,2
359000,3,1.5,1360,885,3
300000,5,2.5,2760,6000,2
380000,5,3.5,2420,4670,2
660000,3,2.5,2450,4332,2
355000,3,2.25,1280,959,3
259000,3,2.5,1550,3569,2
353000,1,1,550,1279,2
430000,2,2.5,1520,1588,2
460000,3,1,1670,4005,1.5
80000,1,0.75,430,5050,1
782000,4,2.5,2380,9614,2
218000,3,1,960,9633,1
325000,3,1,1920,6862,1
980000,4,3,3680,5854,1
902000,4,2.25,2530,9200,1
556000,5,2.5,3840,16905,2
662990,3,1.75,1240,3600,1.5
225000,2,1,1300,11867,1.5
439950,4,2.5,2380,12067,2
175000,2,1,1300,44431,1
306000,2,1,780,13500,1
235000,4,2.5,1810,39639,1
399500,3,1.75,2420,12676,2
478000,3,1,1280,2580,1.5
515000,2,1,1680,6500,1
550000,3,2.5,2510,5400,2
149000,3,1,1700,8645,1
526000,3,1.75,1680,3420,1
527550,1,0.75,820,59677,1
1050000,3,4,4380,42769,2
625000,3,2.5,2600,10092,1
950000,5,3.25,3400,7452,2
377691,5,1.75,2120,8399,1
648475,4,2.75,2250,5700,1
383000,3,1,1800,5612,1
535000,3,2.5,2210,7620,2
449950,3,2,1560,4080,2
465425,4,2.75,2430,20720,1
675000,4,2.5,2560,36601,2
599000,3,2.75,1960,2500,1.5
416000,3,1.5,1110,9762,1
595000,2,1.5,1030,4500,1
200000,4,1,1350,11507,1
402000,3,2,1540,1827,2
433000,4,1.75,1830,9600,1
275000,4,1.5,1930,15531,2
410000,3,2,1650,9641,1.5
554820,4,2,3510,12905,1
1325000,4,3,3370,7920,1
735000,3,2.5,2390,9157,2
607000,3,1,1230,8114,1
549900,4,3,2830,213879,2
258000,3,1.75,1620,7540,1
661254,4,4,2290,6250,1.5
945000,4,2,2840,13367,1
799950,4,3.5,4220,196817,2
132500,3,1,1080,10500,1
467100,3,1.75,1620,8645,1
1610000,4,3.5,4390,11600,2
641000,3,1.75,1620,3975,1
350000,3,1,1010,11244,1
335000,4,2.5,1750,8476,1
900000,3,3.5,4080,217697,1.5
440000,4,2.5,2560,10400,1
464600,3,1.75,1120,5500,1.5
1200000,4,3.5,4740,172497,2
300000,2,1,1340,7788,1
670500,4,2,1590,6750,1
552000,3,1,1430,5000,1
244000,4,1,1450,8960,1
788600,4,2.75,3500,7200,2
445000,3,2,1630,8702,1
530000,4,1.75,1814,5000,1
90000,2,1,580,7500,1
585000,3,2,1670,4572,1.5
498000,2,2,1140,8282,1
379000,2,1,800,6380,1
462000,3,1.75,1300,2580,1
388000,4,2.5,2440,7155,2
255000,3,2,1490,8371,1.5
665000,3,2.75,1800,9550,1
550000,3,2,1830,9152,1
606000,3,1,1500,3920,1
334000,4,2.5,2210,6080,1
360000,3,2,1270,1323,3
235000,2,1,1140,1730,1.5
580000,3,2.5,1620,1173,3
355000,3,2,1220,1186,3
375000,2,2.5,750,1430,2
372000,4,1.75,1960,9300,1
479000,3,1,1370,3000,1.5
2000000,5,4,4580,4443,3
1680000,4,4.25,5584,68257,2
501000,2,1,1010,4320,1
245000,3,1.75,1260,6908,1
496700,3,2.5,1740,5782,2
347000,4,1.5,2670,10026,2
199000,2,1,720,7200,1
440500,3,2.5,2460,4399,2
820000,4,2.5,3670,7000,2
325000,4,3.5,2630,3435,1.5
195000,3,1.75,1570,8459,1
675000,3,3,2980,28000,1
295000,3,2.5,1560,4200,2
355300,3,2.5,1620,7410,1
276000,3,1,1140,5000,1
460000,2,1.5,2730,19877,1
880000,3,2,2130,35169,1
370000,3,2.5,1780,4050,2
346000,4,2.5,2100,3916,2
172500,3,1,1140,8800,1
379950,3,1.5,1690,9144,1
468000,2,1,1160,6000,1
477000,4,2.75,1720,6270,2
529000,3,1,1210,3328,1.5
312000,3,1.5,1255,1374,3
326100,2,1,880,7683,1
360000,3,1,1050,9206,1.5
438000,3,1.75,1650,12940,1
360000,3,1,1570,9467,1
1050000,4,2.5,2920,7200,1
688000,4,3,3000,4000,1.5
585000,3,1.75,1850,7735,1
265000,3,2.5,1440,7741,1
375000,3,1.75,1440,8775,1
326500,3,1,1810,12375,2
160000,2,1,1180,9350,1
1570000,4,3.75,3070,5850,2
735000,5,2.75,3390,5211,2
400000,2,1,1470,6120,1
800000,4,2.5,2680,7200,1
949880,4,2.25,2290,10687,2
405000,3,1.75,1980,8100,1
399000,4,2.5,2870,9292,2
730001,3,2,1840,4750,1
1795000,4,3.25,4060,13000,2
260000,3,2,1630,8018,1
751750,2,2,1880,5400,1.5
325000,3,1.75,1780,13095,1
344950,4,2,2330,6250,1
457500,3,1.75,1840,4030,1
389000,5,2,2330,10750,1
515000,4,2.5,3200,6473,2
732000,3,2.5,2330,1987,2
415000,3,2.25,1950,8868,1
1655000,4,3.5,3080,4815,2
535000,2,1,1040,5527,1
540000,4,4.25,1960,3565,2
525000,5,3,2750,3800,1.5
570000,3,1.75,1930,36210,1
569950,5,4.5,4850,40902,2
283200,4,2.5,1982,6406,2
1100000,3,2.75,2640,4050,1.5
830000,4,2.5,1850,50662,1
495000,4,2.25,1940,9144,1
292050,5,3,2840,7199,1
415000,5,1.5,1900,10226,1
295832,5,1,1410,6400,1
450000,4,2.5,2520,8515,2
1381000,4,3.75,3160,9525,2.5
857000,4,3,3720,29043,2
499950,3,3.5,1820,1501,2
465000,3,2,1560,8640,1
329000,3,1,1600,5952,1
475000,3,2,1230,11502,1
255000,3,1,960,8100,1
435000,3,1,1270,4000,1.5
685000,3,2.5,2810,7700,2
715000,2,2.5,2160,5581,1
780000,3,3,2520,2152,1.5
345000,2,1.5,1180,844,2
355000,4,2.25,1810,4970,2
282000,3,2.5,1680,15711,1
244000,3,1,910,5250,1
967500,3,3.75,3250,5797,2
375000,3,1.5,2000,7294,1
1600000,3,3.25,3790,19000,2
527500,3,1.75,2310,78844,1
994000,3,2.25,2510,6339,1.5
313000,3,1.75,1320,6205,1
587000,3,2.25,2370,217800,2
304000,3,1,900,7500,1
675000,3,2.5,2540,7680,2
305000,4,1,2100,9288,1
280000,3,1,1200,6250,1
960000,5,4,3720,15200,2
500000,3,2.25,1760,4539,2
274950,3,1.75,1670,7415,1
455600,3,2.5,2420,8252,2
970000,5,3,3480,15185,2
312900,4,2.5,1630,4473,2
535000,4,2.5,2340,5600,2
427000,2,1,920,3780,1
405000,2,1,910,6490,1
480000,3,1,1150,4945,1
725000,3,1.5,2500,4774,1.5
293000,4,2.5,3250,235063,1
268000,4,2,1930,6600,1
475000,4,3.5,3400,234352,2
488000,3,2.5,1590,2550,3
760000,4,2.5,3330,7399,2
1710000,5,4.5,4590,14685,2
754950,3,2.5,2610,7256,2
263900,3,2.5,1658,2700,2
460000,3,3.5,1600,1431,2
399950,3,3,1296,1051,3
370000,2,2.25,1280,835,2
1149000,4,3,5940,11533,2
450800,4,3.25,2510,5311,2
627000,3,3.5,2710,3475,2
495000,3,2.5,1750,1548,3
310000,3,1,1430,19901,1.5
550000,4,1,1660,34848,1
215000,2,1,1320,8865,1
799000,4,3,2580,209523,2
630000,4,2.5,2740,43101,2
267000,3,2.5,2495,4400,2
900000,6,2.75,2300,24773,1.5
365000,3,1.5,1300,12240,1
544500,4,2.5,2230,10414,1
599000,4,2.75,2020,2750,1
815000,4,2.25,2000,3800,2
254000,2,1,1060,8187,1
740000,2,1.75,2080,4800,1
225000,3,2,2030,24829,1
925000,3,2.5,2690,7000,2
1285000,4,2.5,3240,10800,1
537000,3,2.5,1550,12920,2
335000,4,2,1480,3132,1
840000,4,2.75,3040,2800,2
224000,3,1.5,1560,7300,1
395000,3,2.5,2250,3757,2
450000,3,1,1100,4600,1
681000,3,1,1700,6356,1.5
898000,5,1.5,2680,28014,1
370000,3,1,800,2296,1
429000,2,1.75,1350,6315,1
150000,3,1,820,7680,1.5
555000,3,2.5,3160,4270,2
326000,3,2.75,1720,28000,1
225000,3,2.5,1680,6755,2
245100,3,1.75,1300,7958,1
665000,3,2.5,2190,10370,2
535000,3,2.5,1720,4006,2
305000,3,1,1160,11776,1
999000,7,4,3150,34830,1
215000,3,1.75,1210,8075,1
432500,3,1.75,1980,5100,1
655000,4,2.5,2990,5669,2
266200,3,1.5,1430,9600,1
244615,3,2.5,2060,4030,2
460000,4,3,2230,52983,2
370000,4,2.5,3090,18645,2
465000,6,3.25,4250,23326,1
1175000,3,2.5,1970,23180,1
189000,2,2,1700,3171,1
820000,3,2.5,2510,5503,2
968000,6,2.75,3610,17580,1
1400000,4,3.25,2980,7000,2
438750,3,1.75,1610,6480,1
1210000,4,2.75,3650,6982,2
600000,4,2,2510,38141,1
589000,3,1,1110,6000,1.5
590000,3,2,1650,6150,2
479900,3,2,1980,12150,1
210000,2,1.5,880,1157,2
745000,3,1.75,1490,9800,1
840500,3,2,2520,5400,1.5
420000,3,1.75,1820,22320,1
565000,7,4.5,4140,9066,1
840000,4,2.5,3420,8405,2
681716,4,2.5,3150,7277,2
600000,3,1.75,1580,7416,1
380000,3,2,1660,8281,1
168500,3,1,1100,10125,1
355000,2,1,1270,3200,1
277000,4,1,1450,6250,1
236000,4,2.25,1830,9485,1
270000,3,1.75,1300,4127,1
700000,2,1.75,2320,5500,1.5
425000,4,2.75,1680,9545,1
635000,3,2.5,2300,5500,1.5
510250,3,1.75,1400,4000,1
960000,4,2.25,2410,4560,2
254000,3,2,1480,7480,1
299000,3,1,1390,9624,1.5
175000,2,1,830,2699,1
157500,2,1,740,9003,1
580000,5,2,1940,6000,1
124740,3,1,1340,15600,1
1970000,8,3.5,4440,6480,2
285000,2,1,800,6240,1
242000,3,1.75,1310,9645,1
840000,4,1.75,2330,4000,2
474800,2,3.25,1400,1243,3
490000,4,2.5,2360,4367,2
465000,3,2.25,1840,5752,2
515000,4,2.5,2680,7178,2
430000,3,3.75,3890,7140,1
253400,3,2,1400,8640,1
355000,3,2.5,2400,9701,1
740000,4,2.25,2920,46355,2
186950,2,2,1390,1302,2
306000,3,2.5,1680,11193,2
510000,4,1.5,2040,8800,1
345000,2,1,1080,4000,1
875000,3,2.75,2280,4280,1
700000,4,3.5,4490,5099,2
1400000,4,3.25,4700,9160,1
499950,4,2.5,2798,4473,2
739000,3,2.5,2810,5400,2
363000,4,2.5,3753,7204,2
782000,4,3.5,3910,8095,2
325000,2,2.5,1050,1609,2
485000,4,1,1600,4300,1.5
452000,4,2.25,2590,10002,1
264950,4,2.25,1720,9753,1
472000,6,2.5,4410,14034,1
267500,3,1.75,1590,11914,1
565000,4,2.5,2440,22594,2
535000,3,2.5,1360,1016,3
389000,2,1,910,7000,1
400000,4,1.5,1390,7200,1
264000,3,1.5,1470,14821,1
690000,4,2.5,2920,9904,2
412000,3,1.75,1950,52256,1
695000,3,2.5,2390,4555,2
246500,3,1.5,1270,11600,1
230000,2,1,950,7560,1
302000,2,1,900,423838,1
820000,4,2.25,2280,6660,1.5
145000,3,1,1010,5490,1
436500,2,1,1260,5000,1
2453500,4,3.5,4730,13586,1.5
672000,3,2.5,2620,21587,2
680000,3,2.25,2330,4000,1.5
750500,5,3,2170,2440,1.5
550000,5,2,2450,9488,1
266500,4,1.75,1880,7632,1
619000,4,2,2300,3400,1.5
405000,3,2,1240,14404,1
300000,2,1,820,3844,1
231000,4,2,1530,6375,2
790000,5,3.25,2900,12160,1
400000,4,2.75,1240,3867,1
950000,4,3.5,4140,13392,2
450000,4,2,2240,7725,1
595000,3,2,1480,5000,1
332000,3,2.25,2270,8876,1
155000,3,1,1250,6250,1
400000,5,2,1930,9747,1
349000,4,1.75,1700,7800,1
529000,3,1,1590,6420,1
405000,5,1.75,1880,10000,1
635200,4,1.75,1640,4240,1
540000,3,1.5,2600,5085,1
402000,2,1,710,1173,2
3100000,6,4.25,6980,15682,3
329932,3,1.5,1460,5040,1
300000,3,2.5,2080,9827,2
525000,5,2.5,2630,9216,2
2750000,4,3.25,4430,21000,2
602500,4,2.5,2760,6850,2
400000,4,2,1670,12056,1
445000,4,1.75,1990,4725,1.5
525000,3,3,2600,5238,1.5
395000,2,1,1320,1824,1.5
510000,3,1.5,2240,3800,2
723000,4,2.25,1960,8680,1
503000,3,2,2590,108900,2
672500,4,2.75,2620,6707,2
860000,3,2.5,2770,9136,2
475300,3,1,2110,10005,1
295000,4,2.5,2290,4539,2
1425000,4,4.25,4960,6000,2.5
250000,2,1,1110,26051,1
658000,4,2.75,3310,6166,2
83000,2,1,900,8580,1
685000,3,1.75,1940,7313,1
210000,3,1.75,1590,7617,2
650880,3,2.5,2930,6050,2
350000,4,2.5,2040,22653,2
305000,2,2.25,1000,905,3
645000,3,3.25,1730,1229,2
385000,3,1,1220,4800,1
860000,3,2.25,3060,12095,2
395000,4,2.5,2910,5000,2
260000,3,1.75,1050,5850,1
196440,3,2,1560,7352,1
425000,3,1.75,1680,3000,1
2400000,4,3.25,4140,20734,1
369000,3,2,1550,8509,1
1385000,6,2.75,5700,20000,1
349900,3,2.5,2200,7278,2
650000,2,2.5,1740,2500,2
299950,3,1,1210,9525,1
625000,4,3.25,4240,25639,2
190000,3,2.25,1590,11745,1
715000,4,1.75,3420,7200,1
659000,4,2.5,3190,11375,1
490000,3,1.75,1920,5405,1
415000,2,1.75,1340,4664,1
750000,3,1.75,1700,8400,1
700000,4,2.5,2310,3570,1.5
425000,3,1.75,1510,44000,1
642000,3,2.5,2670,10082,1
655000,4,2.25,2060,8470,1
1365000,3,2.5,2090,6000,1.5
458000,5,2.5,3090,23265,1
330000,2,2.5,1240,1546,2
384950,3,2.5,1860,3690,2
560000,3,1.5,2000,7350,1
950000,4,1.75,2500,92347,1
465000,4,2.25,1820,20349,1
425000,3,2.25,1820,8058,1
315000,3,2,1060,5750,1
530000,3,2.5,1950,9906,2
399000,2,1,940,4800,1
168000,2,1.5,1220,3568,1.5
1886700,5,3.5,4180,17935,2
374000,3,1,1200,9800,1
740000,5,3.75,3990,18897,2
280000,2,1,1880,7560,1
322000,4,2.5,2280,7200,2
459900,3,1.75,2580,11000,1
750000,4,2.75,2600,4674,1
1256500,4,2.5,3150,13700,2
3710000,4,3.5,5550,28078,2
427000,5,2.75,2220,4000,1
800000,2,2.25,1730,31491,2
735000,4,3,2840,4120,1.5
642000,4,2.5,2560,8780,2
240000,3,2,1330,6000,1
645500,2,1,1890,5202,1.5
840000,7,4.5,4290,37607,1.5
475000,2,2,1540,54450,2
568000,4,2,2340,50233,1
325000,3,1.75,2180,10230,1
825500,3,2.5,2780,11964,2
499431,4,2.75,2620,6019,2
919204,4,3.5,3760,5000,2
545000,4,2.5,2720,4738,2
660000,3,2.25,2675,40910,2
538888,5,2.75,2080,13189,2
693000,3,2.5,2460,12028,2
289950,3,2.5,1960,3480,2
587000,4,2.5,2550,6256,2
615000,3,2.25,1760,1146,3
459000,3,1.75,1620,7330,1
243000,3,1.75,1790,12000,1
1505000,4,3.5,3480,7232,2
660000,4,1.75,2780,9900,2
1595000,5,3,3640,8239,2
250000,1,1,750,4000,1
315000,3,1,960,6634,1
404000,3,1.5,2030,8880,1
559900,3,2.75,2930,5569,1
285000,2,2.5,1380,1073,2
500000,3,2,1720,5525,1
380000,2,1,1210,4800,1
469000,3,1,950,4250,1.5
405000,2,1.75,1710,4234,2
439900,2,2,1410,12282,1.5
525000,4,2.5,2910,7631,2
580000,4,2.5,2220,7064,2
1250000,5,3.25,3160,13238,2
275000,3,2,1380,4500,1
629000,3,2,1760,5000,1
395000,1,1,730,3000,1
965000,4,2.5,2460,5000,2
820000,3,1.75,2160,6272,1
661000,4,2.25,1990,4600,1.5
789000,3,3,3740,39640,2
668500,4,2.5,2710,5500,2
